keyword,impressions,clicks,cost,conversions,revenue,quality_score,ctr,cpc,conversion_rate,cpa,roas,CTR,Conversion Rate,CPA,ROAS
insurance,3315,63,360.65,1,63.41,10,0.019004524886877826,5.724603174603174,0.015873015873015872,360.65,0.17582143352280605,1.9004524886877827,1.5873015873015872,360.65,0.17582143352280605
electronics,4630,225,1069.46,2,51.66,2,0.04859611231101512,4.753155555555556,0.008888888888888889,534.73,0.048304751930881,4.859611231101512,0.8888888888888888,534.73,0.048304751930881
furniture,3850,185,140.65,9,373.28,10,0.048051948051948054,0.7602702702702703,0.04864864864864865,15.627777777777778,2.6539637397795945,4.805194805194805,4.864864864864865,15.627777777777778,2.6539637397795945
healthcare,3257,115,736.74,15,547.56,3,0.03530856616518269,6.406434782608696,0.13043478260869565,49.116,0.7432201319325678,3.5308566165182684,13.043478260869565,49.116,0.7432201319325678
travel,4783,72,560.44,2,67.22,4,0.015053313819778381,7.78388888888889,0.027777777777777776,280.22,0.11994147455570622,1.505331381977838,2.7777777777777777,280.22,0.11994147455570622
furniture,4766,250,1608.51,11,683.97,8,0.05245488879563575,6.4340399999999995,0.044,146.2281818181818,0.4252196131823862,5.245488879563575,4.3999999999999995,146.2281818181818,0.4252196131823862
credit card,710,16,59.87,1,79.83,8,0.022535211267605635,3.741875,0.0625,59.87,1.333389009520628,2.2535211267605635,6.25,59.87,1.333389009520628
insurance-life,1827,161,115.08,16,943.0,5,0.08812260536398467,0.7147826086956521,0.09937888198757763,7.1925,8.194299617657283,8.812260536398467,9.937888198757763,7.1925,8.194299617657283
home loan,1954,153,700.12,2,105.3,5,0.07830092118730808,4.575947712418301,0.013071895424836602,350.06,0.15040278809346969,7.830092118730808,1.3071895424836601,350.06,0.15040278809346969
groceries,2708,170,1055.9,5,253.23,5,0.06277695716395865,6.211176470588236,0.029411764705882353,211.18,0.23982384695520406,6.277695716395865,2.941176470588235,211.18,0.23982384695520406
travel,2179,70,164.38,2,101.47,7,0.03212482790270767,2.3482857142857143,0.02857142857142857,82.19,0.6172892079328386,3.2124827902707667,2.857142857142857,82.19,0.6172892079328386
insurance-life,2424,81,149.73,1,40.66,8,0.03341584158415842,1.8485185185185184,0.012345679012345678,149.73,0.27155546650637813,3.341584158415842,1.2345679012345678,149.73,0.27155546650637813
travel,4727,97,128.5,5,176.68,3,0.020520414639306112,1.324742268041237,0.05154639175257732,25.7,1.3749416342412453,2.0520414639306113,5.154639175257731,25.7,1.3749416342412453
fashion,1277,39,315.44,1,26.7,1,0.030540328895849646,8.088205128205129,0.02564102564102564,315.44,0.08464367233071265,3.0540328895849647,2.564102564102564,315.44,0.08464367233071265
groceries,1191,46,305.5,2,72.58,8,0.038623005877413935,6.641304347826087,0.043478260869565216,152.75,0.23757774140752863,3.8623005877413936,4.3478260869565215,152.75,0.23757774140752863
furniture,2891,48,307.25,3,85.6,2,0.016603251470079558,6.401041666666667,0.0625,102.41666666666667,0.27860048820179006,1.6603251470079559,6.25,102.41666666666667,0.27860048820179006
credit card,1849,107,988.07,12,444.58,7,0.0578691184424013,9.234299065420561,0.11214953271028037,82.33916666666667,0.4499478781867681,5.78691184424013,11.214953271028037,82.33916666666667,0.4499478781867681
travel,2775,23,46.18,1,43.36,10,0.008288288288288289,2.0078260869565216,0.043478260869565216,46.18,0.9389346037245561,0.8288288288288289,4.3478260869565215,46.18,0.9389346037245561
travel,881,53,112.23,3,131.01,7,0.060158910329171394,2.1175471698113206,0.05660377358490566,37.410000000000004,1.1673349371825714,6.015891032917139,5.660377358490567,37.410000000000004,1.1673349371825714
travel,3148,55,126.5,1,93.25,10,0.01747141041931385,2.3,0.01818181818181818,126.5,0.7371541501976284,1.747141041931385,1.8181818181818181,126.5,0.7371541501976284
insurance,3967,148,1303.16,19,1226.92,7,0.037307789261406606,8.805135135135135,0.12837837837837837,68.58736842105263,0.9414960557414285,3.7307789261406605,12.837837837837837,68.58736842105263,0.9414960557414285
loan,4642,64,567.94,5,332.48,6,0.013787160706591986,8.8740625,0.078125,113.58800000000001,0.5854139521780469,1.3787160706591985,7.8125,113.58800000000001,0.5854139521780469
healthcare,2213,31,189.43,3,84.38,4,0.014008133755083597,6.110645161290323,0.0967741935483871,63.14333333333334,0.44544158792165967,1.4008133755083596,9.67741935483871,63.14333333333334,0.44544158792165967
education,4070,115,776.52,9,424.35,4,0.028255528255528257,6.7523478260869565,0.0782608695652174,86.28,0.5464765878535003,2.8255528255528257,7.82608695652174,86.28,0.5464765878535003
home loan,2091,101,911.9,2,67.39,5,0.048302247728359636,9.028712871287128,0.019801980198019802,455.95,0.07390064700076764,4.8302247728359635,1.9801980198019802,455.95,0.07390064700076764
insurance-life,1167,114,733.03,1,36.31,7,0.09768637532133675,6.430087719298245,0.008771929824561403,733.03,0.04953412547917548,9.768637532133676,0.8771929824561403,733.03,0.04953412547917548
insurance-life,2374,89,695.44,3,192.26,7,0.037489469250210614,7.813932584269663,0.033707865168539325,231.81333333333336,0.2764580697112619,3.748946925021061,3.3707865168539324,231.81333333333336,0.2764580697112619
insurance-life,4969,192,1254.87,5,153.33,3,0.03863956530489032,6.535781249999999,0.026041666666666668,250.974,0.12218795572449738,3.863956530489032,2.604166666666667,250.974,0.12218795572449738
travel,2526,14,60.19,1,25.49,2,0.0055423594615993665,4.299285714285714,0.07142857142857142,60.19,0.4234922744641967,0.5542359461599367,7.142857142857142,60.19,0.4234922744641967
home loan,4502,108,536.83,18,818.21,7,0.023989338071968014,4.970648148148149,0.16666666666666666,29.82388888888889,1.5241510347782352,2.3989338071968014,16.666666666666664,29.82388888888889,1.5241510347782352
groceries,2651,123,589.92,7,243.7,2,0.04639758581667296,4.79609756097561,0.056910569105691054,84.27428571428571,0.4131068619473827,4.639758581667295,5.691056910569105,84.27428571428571,0.4131068619473827
insurance,3757,352,715.04,83,8144.0,10,0.093691775352675,2.0313636363636363,0.23579545454545456,8.614939759036144,11.389572611322444,9.3691775352675,23.579545454545457,8.614939759036144,11.389572611322444
groceries,2311,30,85.21,1,24.79,1,0.012981393336218087,2.840333333333333,0.03333333333333333,85.21,0.2909282948010797,1.2981393336218088,3.3333333333333335,85.21,0.2909282948010797
credit card,584,35,172.78,1,30.09,2,0.059931506849315065,4.936571428571429,0.02857142857142857,172.78,0.17415210093760852,5.993150684931506,2.857142857142857,172.78,0.17415210093760852
fashion,4754,71,57.59,2,181.55,9,0.014934791754312159,0.8111267605633803,0.028169014084507043,28.795,3.1524570237888523,1.493479175431216,2.8169014084507045,28.795,3.1524570237888523
education,3625,142,221.82,25,895.71,2,0.03917241379310345,1.562112676056338,0.176056338028169,8.8728,4.0380037868542065,3.9172413793103447,17.6056338028169,8.8728,4.0380037868542065
credit card,3439,18,116.41,1,70.27,10,0.005234079674323932,6.467222222222222,0.05555555555555555,116.41,0.6036422987715832,0.5234079674323932,5.555555555555555,116.41,0.6036422987715832
data plan,3024,202,993.35,13,772.04,5,0.0667989417989418,4.917574257425743,0.06435643564356436,76.41153846153847,0.7772084361000654,6.67989417989418,6.435643564356436,76.41153846153847,0.7772084361000654
home loan,4235,352,2986.74,14,649.63,8,0.08311688311688312,8.485056818181818,0.03977272727272727,213.3385714285714,0.21750470412556835,8.311688311688311,3.977272727272727,213.3385714285714,0.21750470412556835
data plan,3076,244,1982.41,7,175.65,1,0.07932379713914174,8.124631147540985,0.028688524590163935,283.2014285714286,0.08860427459506358,7.932379713914174,2.8688524590163933,283.2014285714286,0.08860427459506358
insurance,2367,64,211.83,3,141.39,6,0.02703844528939586,3.30984375,0.046875,70.61,0.6674691969975923,2.703844528939586,4.6875,70.61,0.6674691969975923
home loan,787,43,64.06,1,74.71,9,0.054637865311308764,1.4897674418604652,0.023255813953488372,64.06,1.166250390259132,5.463786531130877,2.3255813953488373,64.06,1.166250390259132
credit card,3790,58,546.45,7,236.68,4,0.015303430079155673,9.421551724137931,0.1206896551724138,78.06428571428572,0.43312288406990573,1.5303430079155673,12.068965517241379,78.06428571428572,0.43312288406990573
travel,712,26,56.64,1,58.25,6,0.03651685393258427,2.1784615384615384,0.038461538461538464,56.64,1.028425141242938,3.651685393258427,3.8461538461538463,56.64,1.028425141242938
insurance-life,3113,81,399.37,2,62.37,5,0.026019916479280435,4.930493827160494,0.024691358024691357,199.685,0.15617096927661064,2.6019916479280436,2.4691358024691357,199.685,0.15617096927661064
education,1881,195,1255.75,15,760.31,7,0.10366826156299841,6.43974358974359,0.07692307692307693,83.71666666666667,0.605462870794346,10.36682615629984,7.6923076923076925,83.71666666666667,0.605462870794346
electronics,2796,42,113.93,2,58.99,3,0.015021459227467811,2.712619047619048,0.047619047619047616,56.965,0.5177740717984727,1.502145922746781,4.761904761904762,56.965,0.5177740717984727
insurance-life,4058,84,323.25,3,103.43,4,0.020699852143913258,3.8482142857142856,0.03571428571428571,107.75,0.31996906419180204,2.0699852143913255,3.571428571428571,107.75,0.31996906419180204
data plan,3704,82,683.73,4,141.46,2,0.022138228941684664,8.338170731707317,0.04878048780487805,170.9325,0.20689453439223085,2.2138228941684663,4.878048780487805,170.9325,0.20689453439223085
insurance-life,769,93,709.76,2,135.29,6,0.12093628088426528,7.631827956989247,0.021505376344086023,354.88,0.1906137285843102,12.093628088426527,2.1505376344086025,354.88,0.1906137285843102
groceries,4464,496,2333.92,13,697.32,9,0.1111111111111111,4.7054838709677425,0.02620967741935484,179.5323076923077,0.2987763076712141,11.11111111111111,2.620967741935484,179.5323076923077,0.2987763076712141
healthcare,3811,39,238.61,1,66.57,8,0.010233534505379166,6.118205128205129,0.02564102564102564,238.61,0.27899082184317503,1.0233534505379167,2.564102564102564,238.61,0.27899082184317503
travel,1660,147,1450.07,16,833.01,5,0.08855421686746988,9.864421768707482,0.10884353741496598,90.629375,0.574461922527878,8.855421686746988,10.884353741496598,90.629375,0.574461922527878
groceries,2500,76,102.7,1,75.04,8,0.0304,1.3513157894736842,0.013157894736842105,102.7,0.7306718597857839,3.04,1.3157894736842104,102.7,0.7306718597857839
healthcare,3964,148,1463.2,8,483.98,8,0.03733602421796166,9.886486486486486,0.05405405405405406,182.9,0.3307681793329688,3.733602421796166,5.405405405405405,182.9,0.3307681793329688
furniture,2039,71,309.09,1,26.66,2,0.03482099068170672,4.35338028169014,0.014084507042253521,309.09,0.08625319486233783,3.482099068170672,1.4084507042253522,309.09,0.08625319486233783
loan,326,21,166.8,1,48.67,5,0.06441717791411043,7.942857142857143,0.047619047619047616,166.8,0.29178657074340525,6.441717791411043,4.761904761904762,166.8,0.29178657074340525
furniture,3647,64,223.25,2,51.94,1,0.017548670139840964,3.48828125,0.03125,111.625,0.23265397536394175,1.7548670139840965,3.125,111.625,0.23265397536394175
fashion,1495,120,374.74,2,85.28,3,0.0802675585284281,3.1228333333333333,0.016666666666666666,187.37,0.2275711159737418,8.02675585284281,1.6666666666666667,187.37,0.2275711159737418
insurance,3657,93,721.84,1,71.09,7,0.02543068088597211,7.761720430107527,0.010752688172043012,721.84,0.09848442868225646,2.543068088597211,1.0752688172043012,721.84,0.09848442868225646
data plan,3090,34,242.94,1,23.12,1,0.011003236245954692,7.145294117647059,0.029411764705882353,242.94,0.09516753107763234,1.1003236245954693,2.941176470588235,242.94,0.09516753107763234
shopping,1999,80,375.33,1,44.15,5,0.0400200100050025,4.691625,0.0125,375.33,0.11762981909253191,4.00200100050025,1.25,375.33,0.11762981909253191
fashion,2604,26,77.85,1,79.13,10,0.009984639016897081,2.994230769230769,0.038461538461538464,77.85,1.016441875401413,0.9984639016897081,3.8461538461538463,77.85,1.016441875401413
insurance,2872,83,376.81,2,114.34,10,0.028899721448467967,4.539879518072289,0.024096385542168676,188.405,0.3034420530240705,2.8899721448467965,2.4096385542168677,188.405,0.3034420530240705
insurance,1254,31,284.83,2,104.29,7,0.024720893141945772,9.188064516129032,0.06451612903225806,142.415,0.3661482287680371,2.472089314194577,6.451612903225806,142.415,0.3661482287680371
home loan,4671,128,457.23,14,821.24,10,0.027403125669021623,3.572109375,0.109375,32.659285714285716,1.7961201146031538,2.7403125669021624,10.9375,32.659285714285716,1.7961201146031538
furniture,1921,26,94.0,1,70.61,9,0.01353461738677772,3.6153846153846154,0.038461538461538464,94.0,0.7511702127659574,1.353461738677772,3.8461538461538463,94.0,0.7511702127659574
healthcare,1085,19,150.29,1,52.75,10,0.017511520737327188,7.909999999999999,0.05263157894736842,150.29,0.35098808969325973,1.7511520737327189,5.263157894736842,150.29,0.35098808969325973
fashion,3448,208,1235.7,26,1720.98,6,0.060324825986078884,5.9408653846153845,0.125,47.526923076923076,1.3927166788055352,6.0324825986078885,12.5,47.526923076923076,1.3927166788055352
shopping,3931,176,794.12,14,915.48,8,0.04477232256423302,4.512045454545454,0.07954545454545454,56.722857142857144,1.1528232508940714,4.477232256423302,7.954545454545454,56.722857142857144,1.1528232508940714
electronics,289,13,29.82,1,24.32,1,0.04498269896193772,2.293846153846154,0.07692307692307693,29.82,0.8155600268276325,4.498269896193772,7.6923076923076925,29.82,0.8155600268276325
data plan,1798,64,38.95,1,54.42,10,0.035595105672969966,0.60859375,0.015625,38.95,1.397175866495507,3.5595105672969964,1.5625,38.95,1.397175866495507
shopping,1815,72,227.94,1,40.46,3,0.03966942148760331,3.1658333333333335,0.013888888888888888,227.94,0.1775028516276213,3.9669421487603307,1.3888888888888888,227.94,0.1775028516276213
electronics,2693,41,87.26,2,48.19,2,0.015224656516895656,2.1282926829268294,0.04878048780487805,43.63,0.5522576209030483,1.5224656516895656,4.878048780487805,43.63,0.5522576209030483
data plan,4533,69,84.19,1,39.44,5,0.015221707478491065,1.220144927536232,0.014492753623188406,84.19,0.46846418814586055,1.5221707478491064,1.4492753623188406,84.19,0.46846418814586055
travel,1198,17,63.66,1,27.8,1,0.014190317195325543,3.744705882352941,0.058823529411764705,63.66,0.4366949418787308,1.4190317195325544,5.88235294117647,63.66,0.4366949418787308
data plan,2426,59,320.94,1,39.59,3,0.024319868095630668,5.439661016949152,0.01694915254237288,320.94,0.12335639060260487,2.431986809563067,1.694915254237288,320.94,0.12335639060260487
credit card,3347,177,1676.8,5,131.74,3,0.052883178966238426,9.473446327683616,0.02824858757062147,335.36,0.07856631679389314,5.288317896623843,2.824858757062147,335.36,0.07856631679389314
shopping,1774,132,104.9,2,101.5,5,0.07440811724915446,0.7946969696969698,0.015151515151515152,52.45,0.9675881792183031,7.440811724915446,1.5151515151515151,52.45,0.9675881792183031
education,3009,37,145.87,1,59.96,7,0.012296444001329345,3.9424324324324327,0.02702702702702703,145.87,0.411050935764722,1.2296444001329345,2.7027027027027026,145.87,0.411050935764722
loan,1030,38,314.02,1,63.02,9,0.036893203883495145,8.263684210526316,0.02631578947368421,314.02,0.20068785427679767,3.6893203883495143,2.631578947368421,314.02,0.20068785427679767
education,4484,199,742.55,20,684.81,4,0.044380017841213204,3.731407035175879,0.10050251256281408,37.1275,0.9222409265369336,4.438001784121321,10.050251256281408,37.1275,0.9222409265369336
insurance,823,60,196.29,2,90.85,6,0.07290400972053462,3.2715,0.03333333333333333,98.145,0.46283560038718224,7.290400972053463,3.3333333333333335,98.145,0.46283560038718224
home loan,3040,172,1587.64,11,564.49,5,0.056578947368421055,9.23046511627907,0.06395348837209303,144.3309090909091,0.35555289612254665,5.657894736842105,6.395348837209303,144.3309090909091,0.35555289612254665
mobile,1189,34,113.01,2,66.19,2,0.028595458368376788,3.323823529411765,0.058823529411764705,56.505,0.5857003804973011,2.859545836837679,5.88235294117647,56.505,0.5857003804973011
furniture,4678,73,709.38,1,49.69,6,0.015604959384352288,9.717534246575342,0.0136986301369863,709.38,0.07004708336857537,1.5604959384352288,1.36986301369863,709.38,0.07004708336857537
travel,1035,78,655.98,10,799.09,8,0.07536231884057971,8.41,0.1282051282051282,65.598,1.2181621390896065,7.536231884057972,12.82051282051282,65.598,1.2181621390896065
healthcare,2395,170,1190.06,5,293.82,5,0.0709812108559499,7.0003529411764704,0.029411764705882353,238.012,0.2468951145320404,7.09812108559499,2.941176470588235,238.012,0.2468951145320404
groceries,1170,23,60.61,4,118.62,3,0.019658119658119658,2.635217391304348,0.17391304347826086,15.1525,1.9571027883187593,1.9658119658119657,17.391304347826086,15.1525,1.9571027883187593
healthcare,2601,197,748.17,12,693.43,8,0.07574009996155324,3.7978172588832484,0.06091370558375635,62.3475,0.926834810270393,7.574009996155325,6.091370558375635,62.3475,0.926834810270393
insurance,4319,51,260.79,2,59.98,3,0.0118082889557768,5.1135294117647065,0.0392156862745098,130.395,0.22999348134514358,1.18082889557768,3.9215686274509802,130.395,0.22999348134514358
credit card,3930,165,245.63,10,535.65,5,0.04198473282442748,1.4886666666666666,0.06060606060606061,24.563,2.1807189675528234,4.198473282442748,6.0606060606060606,24.563,2.1807189675528234
groceries,954,13,43.08,1,55.26,8,0.013626834381551363,3.313846153846154,0.07692307692307693,43.08,1.2827298050139275,1.3626834381551363,7.6923076923076925,43.08,1.2827298050139275
loan,2338,31,153.34,4,212.62,6,0.013259195893926433,4.946451612903226,0.12903225806451613,38.335,1.3865918873092473,1.3259195893926432,12.903225806451612,38.335,1.3865918873092473
healthcare,1702,129,485.48,3,100.62,5,0.07579318448883667,3.7634108527131787,0.023255813953488372,161.82666666666668,0.2072587954189668,7.579318448883667,2.3255813953488373,161.82666666666668,0.2072587954189668
travel,541,23,114.62,1,45.63,6,0.04251386321626617,4.983478260869566,0.043478260869565216,114.62,0.39809806316524166,4.251386321626617,4.3478260869565215,114.62,0.39809806316524166
education,4728,129,977.41,8,453.56,9,0.02728426395939086,7.576821705426356,0.06201550387596899,122.17625,0.46404272516139594,2.728426395939086,6.2015503875969,122.17625,0.46404272516139594
insurance,3800,242,1284.65,5,146.63,2,0.06368421052631579,5.308471074380166,0.02066115702479339,256.93,0.11414003814268477,6.368421052631579,2.066115702479339,256.93,0.11414003814268477
credit card,3473,99,841.04,2,54.09,3,0.028505614742297725,8.495353535353535,0.020202020202020204,420.52,0.06431323123751546,2.8505614742297727,2.0202020202020203,420.52,0.06431323123751546
insurance-life,559,29,159.65,2,87.78,5,0.0518783542039356,5.505172413793104,0.06896551724137931,79.825,0.5498277481991857,5.18783542039356,6.896551724137931,79.825,0.5498277481991857
home loan,4746,129,1226.49,6,149.89,1,0.02718078381795196,9.507674418604651,0.046511627906976744,204.415,0.12221053575650839,2.718078381795196,4.651162790697675,204.415,0.12221053575650839
healthcare,1887,174,1232.68,7,580.9,10,0.09220985691573927,7.084367816091954,0.040229885057471264,176.09714285714287,0.47124963494175287,9.220985691573928,4.022988505747127,176.09714285714287,0.47124963494175287
mobile,2357,342,742.01,7,211.81,2,0.14509970301230377,2.1696198830409354,0.02046783625730994,106.00142857142858,0.2854543739302705,14.509970301230377,2.046783625730994,106.00142857142858,0.2854543739302705
fashion,1238,53,479.63,1,55.73,5,0.04281098546042003,9.049622641509433,0.018867924528301886,479.63,0.11619373266893229,4.281098546042003,1.8867924528301887,479.63,0.11619373266893229
groceries,3908,524,2186.37,2,83.28,8,0.13408393039918118,4.172461832061068,0.003816793893129771,1093.185,0.03809053362422646,13.408393039918117,0.38167938931297707,1093.185,0.03809053362422646
shopping,4841,144,1027.07,18,1048.87,9,0.02974592026440818,7.132430555555555,0.125,57.05944444444444,1.0212254276728947,2.9745920264408183,12.5,57.05944444444444,1.0212254276728947
education,2554,110,650.84,1,38.23,3,0.04306969459671104,5.916727272727273,0.00909090909090909,650.84,0.0587394751398193,4.306969459671104,0.9090909090909091,650.84,0.0587394751398193
groceries,1566,146,148.44,5,175.39,2,0.09323116219667944,1.0167123287671234,0.03424657534246575,29.688,1.1815548369711668,9.323116219667945,3.4246575342465753,29.688,1.1815548369711668
furniture,2697,64,629.34,7,306.09,10,0.023730070448646643,9.8334375,0.109375,89.9057142857143,0.48636666984459903,2.3730070448646643,10.9375,89.9057142857143,0.48636666984459903
fashion,2759,25,131.95,1,44.88,5,0.009061254077564335,5.278,0.04,131.95,0.3401288366805609,0.9061254077564335,4.0,131.95,0.3401288366805609
insurance-life,4696,132,1163.08,5,225.33,6,0.028109028960817718,8.81121212121212,0.03787878787878788,232.61599999999999,0.19373559858307254,2.810902896081772,3.787878787878788,232.61599999999999,0.19373559858307254
education,939,23,70.32,1,52.45,10,0.024494142705005325,3.0573913043478256,0.043478260869565216,70.32,0.7458759954493744,2.4494142705005326,4.3478260869565215,70.32,0.7458759954493744
mobile,3718,67,153.89,4,150.39,4,0.018020441097364174,2.296865671641791,0.05970149253731343,38.4725,0.9772564819026578,1.8020441097364175,5.970149253731343,38.4725,0.9772564819026578
healthcare,4017,97,170.98,19,656.97,3,0.02414737366193677,1.762680412371134,0.1958762886597938,8.998947368421051,3.842379225640426,2.414737366193677,19.587628865979383,8.998947368421051,3.842379225640426
credit card,2004,114,349.8,2,56.59,4,0.05688622754491018,3.068421052631579,0.017543859649122806,174.9,0.16177815894797026,5.688622754491018,1.7543859649122806,174.9,0.16177815894797026
healthcare,4349,444,4074.44,6,159.69,1,0.10209243504253851,9.176666666666668,0.013513513513513514,679.0733333333334,0.03919311610920764,10.209243504253852,1.3513513513513513,679.0733333333334,0.03919311610920764
loan,1850,30,147.19,1,56.85,5,0.016216216216216217,4.906333333333333,0.03333333333333333,147.19,0.38623547795366536,1.6216216216216217,3.3333333333333335,147.19,0.38623547795366536
mobile,4857,18,105.78,1,24.6,1,0.0037059913526868438,5.876666666666667,0.05555555555555555,105.78,0.23255813953488375,0.3705991352686844,5.555555555555555,105.78,0.23255813953488375
shopping,2067,54,141.14,2,115.01,9,0.026124818577648767,2.6137037037037034,0.037037037037037035,70.57,0.8148646733739551,2.6124818577648767,3.7037037037037033,70.57,0.8148646733739551
insurance-life,4188,176,629.98,19,798.79,3,0.04202483285577841,3.5794318181818183,0.10795454545454546,33.15684210526316,1.2679608876472268,4.202483285577841,10.795454545454545,33.15684210526316,1.2679608876472268
groceries,4278,108,821.13,3,123.15,8,0.025245441795231416,7.603055555555556,0.027777777777777776,273.71,0.14997625223776992,2.524544179523142,2.7777777777777777,273.71,0.14997625223776992
education,2431,38,60.28,4,104.16,1,0.01563142739613328,1.5863157894736843,0.10526315789473684,15.07,1.7279362972793628,1.563142739613328,10.526315789473683,15.07,1.7279362972793628
electronics,2320,172,1475.01,8,288.56,6,0.07413793103448275,8.57563953488372,0.046511627906976744,184.37625,0.19563257198256284,7.413793103448276,4.651162790697675,184.37625,0.19563257198256284
insurance,3889,32,240.22,5,140.03,3,0.008228336333247621,7.506875,0.15625,48.044,0.5829239863458496,0.8228336333247621,15.625,48.044,0.5829239863458496
loan,2910,249,1924.04,14,384.2,2,0.08556701030927835,7.727068273092369,0.05622489959839357,137.43142857142857,0.19968399825367456,8.556701030927835,5.622489959839357,137.43142857142857,0.19968399825367456
home loan,4828,379,831.06,61,4483.63,8,0.07850041425020712,2.1927704485488126,0.16094986807387862,13.623934426229507,5.39507376122061,7.850041425020712,16.094986807387862,13.623934426229507,5.39507376122061
furniture,4982,56,42.65,2,73.27,3,0.011240465676435166,0.7616071428571428,0.03571428571428571,21.325,1.717936694021102,1.1240465676435167,3.571428571428571,21.325,1.717936694021102
insurance,3090,91,317.89,2,87.82,4,0.029449838187702266,3.493296703296703,0.02197802197802198,158.945,0.27625908333071186,2.9449838187702264,2.197802197802198,158.945,0.27625908333071186
credit card,4593,464,1766.07,40,3957.9,10,0.1010232963204877,3.806185344827586,0.08620689655172414,44.15175,2.2410776469788853,10.10232963204877,8.620689655172415,44.15175,2.2410776469788853
fashion,1560,103,655.96,4,128.48,4,0.06602564102564103,6.368543689320389,0.038834951456310676,163.99,0.19586560156107077,6.602564102564103,3.8834951456310676,163.99,0.19586560156107077
shopping,2823,108,584.2,5,119.22,1,0.03825717321997875,5.40925925925926,0.046296296296296294,116.84,0.2040739472783293,3.825717321997875,4.62962962962963,116.84,0.2040739472783293
loan,2612,42,196.6,1,26.09,1,0.016079632465543645,4.680952380952381,0.023809523809523808,196.6,0.132706002034588,1.6079632465543645,2.380952380952381,196.6,0.132706002034588
education,385,38,25.6,1,50.5,8,0.0987012987012987,0.6736842105263158,0.02631578947368421,25.6,1.97265625,9.87012987012987,2.631578947368421,25.6,1.97265625
mobile,2467,77,529.94,10,308.18,5,0.031211998378597488,6.882337662337663,0.12987012987012986,52.99400000000001,0.5815375325508547,3.121199837859749,12.987012987012985,52.99400000000001,0.5815375325508547
education,1862,146,1195.14,8,558.84,9,0.07841031149301826,8.185890410958905,0.0547945205479452,149.3925,0.46759375470656156,7.841031149301826,5.47945205479452,149.3925,0.46759375470656156
fashion,3148,124,1155.25,9,417.51,5,0.03939008894536213,9.316532258064516,0.07258064516129033,128.36111111111111,0.36140229387578443,3.9390088945362134,7.258064516129033,128.36111111111111,0.36140229387578443
groceries,2481,62,260.43,1,39.41,3,0.024989923417976623,4.200483870967742,0.016129032258064516,260.43,0.1513266520754137,2.4989923417976625,1.6129032258064515,260.43,0.1513266520754137
home loan,2369,21,95.57,2,163.08,8,0.008864499788940482,4.55095238095238,0.09523809523809523,47.785,1.7063932196295912,0.8864499788940482,9.523809523809524,47.785,1.7063932196295912
travel,1087,55,472.33,1,49.37,8,0.050597976080956765,8.587818181818182,0.01818181818181818,472.33,0.10452437914170178,5.059797608095677,1.8181818181818181,472.33,0.10452437914170178
travel,4108,63,164.11,8,715.5,10,0.015335929892891918,2.604920634920635,0.12698412698412698,20.51375,4.359880567911766,1.5335929892891917,12.698412698412698,20.51375,4.359880567911766
electronics,4890,108,455.79,7,289.06,10,0.022085889570552148,4.220277777777778,0.06481481481481481,65.11285714285715,0.6341955725224335,2.208588957055215,6.481481481481481,65.11285714285715,0.6341955725224335
home loan,2624,71,249.27,9,599.96,7,0.027057926829268292,3.5108450704225356,0.1267605633802817,27.69666666666667,2.406868054719782,2.705792682926829,12.676056338028168,27.69666666666667,2.406868054719782
mobile,1185,28,249.21,4,92.63,1,0.02362869198312236,8.900357142857143,0.14285714285714285,62.3025,0.37169455479314634,2.3628691983122363,14.285714285714285,62.3025,0.37169455479314634
credit card,2579,46,246.53,9,373.57,7,0.017836370686312525,5.359347826086957,0.1956521739130435,27.392222222222223,1.5153125380278263,1.7836370686312524,19.565217391304348,27.392222222222223,1.5153125380278263
fashion,1793,335,3202.48,1,39.86,5,0.1868377021751255,9.559641791044776,0.0029850746268656717,3202.48,0.012446603881991456,18.68377021751255,0.2985074626865672,3202.48,0.012446603881991456
electronics,2415,70,248.68,4,203.19,4,0.028985507246376812,3.5525714285714285,0.05714285714285714,62.17,0.8170741515200257,2.898550724637681,5.714285714285714,62.17,0.8170741515200257
data plan,4689,392,710.14,30,1751.34,5,0.08359991469396459,1.8115816326530612,0.07653061224489796,23.671333333333333,2.466189765398372,8.359991469396459,7.653061224489796,23.671333333333333,2.466189765398372
fashion,1685,48,122.98,2,64.7,5,0.028486646884272996,2.5620833333333333,0.041666666666666664,61.49,0.5261018051715726,2.8486646884272995,4.166666666666666,61.49,0.5261018051715726
credit card,1592,39,256.61,3,75.58,1,0.024497487437185928,6.5797435897435905,0.07692307692307693,85.53666666666668,0.29453255913643267,2.449748743718593,7.6923076923076925,85.53666666666668,0.29453255913643267
home loan,760,81,179.85,3,180.73,8,0.10657894736842105,2.2203703703703703,0.037037037037037035,59.949999999999996,1.0048929663608563,10.657894736842104,3.7037037037037033,59.949999999999996,1.0048929663608563
education,1448,53,218.58,4,191.71,6,0.03660220994475138,4.124150943396226,0.07547169811320754,54.645,0.8770701802543691,3.6602209944751376,7.547169811320755,54.645,0.8770701802543691
mobile,4040,360,606.68,39,968.72,1,0.0891089108910891,1.6852222222222222,0.10833333333333334,15.555897435897435,1.5967561152502145,8.91089108910891,10.833333333333334,15.555897435897435,1.5967561152502145
